timestamp,source,screen_state
2021-06-16 14:14:32.319000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 14:15:17.960000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 14:15:17.960000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 14:33:44.791000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 14:33:45.356000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 14:35:17.543000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 14:35:17.543000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 15:46:39.194000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 15:46:40.068000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 15:48:01.580000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 15:49:28.310000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 15:49:29.029000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 15:50:08.919000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 15:50:08.919000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 15:50:19.657000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 15:50:20.364000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 15:51:17.146000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 15:53:10.996000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 15:53:11.903000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 15:54:04.672000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 15:58:52.291000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 15:58:53.046000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 16:00:05.535000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 16:00:18.738000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 16:00:19.540000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 16:01:21.688000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 16:09:26.268000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 16:09:26.811000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 16:12:49.904000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 16:15:55.066000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 16:15:55.797000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 16:17:45.947000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 16:18:15.963000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 16:18:16.268000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 16:18:51.851000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 16:19:27.465000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 16:19:28.267000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 16:20:41.907000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 16:20:42.584000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 16:22:41.898000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 16:27:54.741000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 16:27:57.724000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 16:28:01.022000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 16:28:01.702000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 16:28:34.121000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 16:48:03.617000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 16:48:04.151000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 16:48:49.710000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 16:50:30.718000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 16:50:36.264000+02:00,Nicolas_test.samsung.SM-G398FN,Off
